city,country,continent,latitude,longitude,population,date,pm25,pm10,no2,o3,so2,aqi
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-24,16.54,31.18,23.14,51.14,3.31,59.7
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2025-01-24,12.19,24.24,18.0,45.6,2.1,50.4
Delhi,IN,Asia,28.7041,77.1025,32.0,2025-01-25,110.4,211.1,55.2,35.22,12.98,207.8
Beijing,CN,Asia,39.9042,116.4074,21.5,2025-01-25,124.99,216.74,72.25,44.35,28.9,223.1
Tokyo,JP,Asia,35.6762,139.6503,14.0,2025-01-25,27.7,51.3,34.0,38.56,4.24,83.6
Seoul,KR,Asia,37.5665,126.978,9.8,2025-01-25,53.55,99.83,46.28,42.47,12.01,145.4
Mumbai,IN,Asia,19.076,72.8777,20.9,2025-01-25,98.66,183.75,62.98,42.35,15.83,195.4
Shanghai,CN,Asia,31.2304,121.4737,27.8,2025-01-25,56.11,116.67,50.16,27.53,16.42,150.7
Bangkok,TH,Asia,13.7563,100.5018,10.1,2025-01-25,80.15,149.47,58.92,52.59,14.73,176.0
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2025-01-25,79.9,145.85,58.15,48.57,14.68,175.7
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2025-01-25,59.49,105.48,58.99,48.2,13.2,154.3
Singapore,SG,Asia,1.3521,103.8198,5.9,2025-01-25,32.15,59.92,40.77,46.06,7.21,93.1
Kolkata,IN,Asia,22.5726,88.3639,14.7,2025-01-25,132.65,254.22,69.57,45.74,18.73,231.1
Dubai,AE,Asia,25.2048,55.2708,3.6,2025-01-25,41.38,143.32,40.84,54.86,12.18,114.9
Riyadh,SA,Asia,24.7136,46.6753,7.0,2025-01-25,32.8,146.7,29.4,48.34,6.56,94.5
Hanoi,VN,Asia,21.0285,105.8542,8.4,2025-01-25,75.32,129.24,47.41,42.25,16.36,170.9
Lahore,PK,Asia,31.5204,74.3587,11.2,2025-01-25,89.69,173.53,31.84,20.11,10.14,186.0
London,GB,Europe,51.5074,-0.1278,9.0,2025-01-25,10.86,25.39,36.63,39.68,2.95,45.3
Paris,FR,Europe,48.8566,2.3522,2.2,2025-01-25,19.38,39.46,38.29,40.01,3.88,65.8
Berlin,DE,Europe,52.52,13.405,3.6,2025-01-25,16.99,35.89,33.2,38.08,2.62,60.7
Madrid,ES,Europe,40.4168,-3.7038,3.3,2025-01-25,35.77,65.35,46.48,53.37,6.11,100.9
Rome,IT,Europe,41.9028,12.4964,2.8,2025-01-25,22.1,44.85,40.95,46.49,4.16,71.6
Moscow,RU,Europe,55.7558,37.6173,12.6,2025-01-25,56.91,105.52,55.11,45.42,11.38,151.6
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2025-01-25,39.62,69.19,47.76,48.26,7.4,110.6
Warsaw,PL,Europe,52.2297,21.0122,1.9,2025-01-25,27.8,58.6,38.6,40.64,5.56,83.8
New York,US,North America,40.7128,-74.006,8.3,2025-01-25,37.5,66.64,39.55,48.33,8.02,105.2
Los Angeles,US,North America,34.0522,-118.2437,3.9,2025-01-25,14.38,37.83,26.04,55.67,1.0,55.1
Mexico City,MX,North America,19.4326,-99.1332,21.5,2025-01-25,84.78,149.92,61.24,58.98,20.86,180.8
Chicago,US,North America,41.8781,-87.6298,2.7,2025-01-25,38.78,71.17,41.49,49.93,9.06,108.4
Toronto,CA,North America,43.6532,-79.3832,2.9,2025-01-25,26.82,50.63,36.81,46.25,5.36,81.7
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2025-01-25,21.45,42.8,23.9,39.96,3.44,70.2
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2025-01-25,21.54,42.94,24.8,47.54,3.46,70.4
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2025-01-25,5.0,10.0,10.52,35.95,1.0,20.9
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2025-01-25,6.3,17.95,16.75,49.75,1.0,26.3
Santiago,CL,South America,-33.4489,-70.6693,5.3,2025-01-25,5.0,20.61,28.12,35.92,1.05,20.9
Bogotá,CO,South America,4.711,-74.0721,7.9,2025-01-25,12.93,29.59,24.31,36.27,3.1,52.0
Cairo,EG,Africa,30.0444,31.2357,21.0,2025-01-25,61.9,124.72,28.82,44.34,11.53,156.8
Lagos,NG,Africa,6.5244,3.3792,15.4,2025-01-25,65.79,117.82,39.27,51.16,10.61,160.9
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2025-01-25,5.0,10.0,13.14,34.54,3.9,20.9
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-25,24.88,47.95,25.62,41.09,5.83,77.6
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-25,7.96,18.32,18.86,48.56,1.59,33.2
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2025-01-25,8.42,18.59,16.11,44.47,1.34,35.1
Delhi,IN,Asia,28.7041,77.1025,32.0,2025-01-26,193.69,336.04,96.85,60.21,29.64,245.5
Beijing,CN,Asia,39.9042,116.4074,21.5,2025-01-26,84.86,156.54,52.18,32.31,20.87,180.9
Tokyo,JP,Asia,35.6762,139.6503,14.0,2025-01-26,59.81,99.47,50.06,48.19,10.66,154.6
Seoul,KR,Asia,37.5665,126.978,9.8,2025-01-26,67.25,120.38,53.13,46.58,14.75,162.4
Mumbai,IN,Asia,19.076,72.8777,20.9,2025-01-26,106.14,194.96,66.72,44.59,17.33,203.3
Shanghai,CN,Asia,31.2304,121.4737,27.8,2025-01-26,85.62,160.93,64.91,36.39,22.32,181.7
Bangkok,TH,Asia,13.7563,100.5018,10.1,2025-01-26,34.94,81.66,36.32,39.03,5.69,99.1
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2025-01-26,72.22,134.32,54.31,46.26,13.14,167.7
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2025-01-26,52.09,94.38,55.29,45.98,11.72,141.7
Singapore,SG,Asia,1.3521,103.8198,5.9,2025-01-26,11.81,29.41,30.6,39.96,3.14,49.2
Kolkata,IN,Asia,22.5726,88.3639,14.7,2025-01-26,98.54,203.06,52.52,35.51,11.91,195.3
Dubai,AE,Asia,25.2048,55.2708,3.6,2025-01-26,50.69,157.28,45.49,57.66,14.04,138.2
Riyadh,SA,Asia,24.7136,46.6753,7.0,2025-01-26,95.43,240.65,60.72,67.13,19.09,192.0
Hanoi,VN,Asia,21.0285,105.8542,8.4,2025-01-26,104.26,172.64,61.88,50.93,22.15,201.3
Lahore,PK,Asia,31.5204,74.3587,11.2,2025-01-26,150.31,264.47,62.16,38.29,22.26,249.7
London,GB,Europe,51.5074,-0.1278,9.0,2025-01-26,31.73,56.7,47.07,45.94,7.13,92.2
Paris,FR,Europe,48.8566,2.3522,2.2,2025-01-26,16.6,35.3,36.9,39.18,3.32,59.8
Berlin,DE,Europe,52.52,13.405,3.6,2025-01-26,17.36,36.44,33.38,38.19,2.69,61.5
Madrid,ES,Europe,40.4168,-3.7038,3.3,2025-01-26,36.52,66.48,46.86,53.6,6.26,102.8
Rome,IT,Europe,41.9028,12.4964,2.8,2025-01-26,22.38,45.27,41.09,46.57,4.22,72.2
Moscow,RU,Europe,55.7558,37.6173,12.6,2025-01-26,42.27,83.56,47.79,41.03,8.45,117.2
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2025-01-26,23.82,45.49,39.86,43.52,4.24,75.3
Warsaw,PL,Europe,52.2297,21.0122,1.9,2025-01-26,34.6,68.8,42.0,42.68,6.92,98.4
New York,US,North America,40.7128,-74.006,8.3,2025-01-26,37.43,66.54,39.51,48.31,8.01,105.1
Los Angeles,US,North America,34.0522,-118.2437,3.9,2025-01-26,59.85,106.02,48.77,69.3,9.37,154.7
Mexico City,MX,North America,19.4326,-99.1332,21.5,2025-01-26,49.83,97.5,43.77,48.5,13.87,136.1
Chicago,US,North America,41.8781,-87.6298,2.7,2025-01-26,56.35,97.53,50.28,55.21,12.57,151.0
Toronto,CA,North America,43.6532,-79.3832,2.9,2025-01-26,18.41,38.02,32.61,43.72,3.68,63.7
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2025-01-26,86.04,139.69,56.2,59.34,16.36,182.2
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2025-01-26,5.0,10.0,13.15,40.55,1.0,20.9
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2025-01-26,25.26,48.93,27.08,45.89,4.54,78.4
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2025-01-26,32.44,57.17,29.82,57.59,5.98,93.8
Santiago,CL,South America,-33.4489,-70.6693,5.3,2025-01-26,5.0,11.34,25.03,34.07,1.0,20.9
Bogotá,CO,South America,4.711,-74.0721,7.9,2025-01-26,23.81,45.91,29.75,39.53,5.27,75.3
Cairo,EG,Africa,30.0444,31.2357,21.0,2025-01-26,84.55,158.7,40.15,51.14,16.06,180.6
Lagos,NG,Africa,6.5244,3.3792,15.4,2025-01-26,115.71,192.68,64.23,66.14,20.59,213.3
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2025-01-26,52.97,96.46,42.64,52.24,15.69,143.9
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-26,19.94,40.53,23.14,39.61,4.84,67.0
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-26,10.56,22.22,20.16,49.34,2.11,44.1
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2025-01-26,6.95,16.38,15.38,44.03,1.05,29.0
Delhi,IN,Asia,28.7041,77.1025,32.0,2025-01-27,64.99,142.98,32.49,21.6,3.9,160.1
Beijing,CN,Asia,39.9042,116.4074,21.5,2025-01-27,65.89,128.09,42.7,26.62,17.08,161.0
Tokyo,JP,Asia,35.6762,139.6503,14.0,2025-01-27,32.96,59.19,36.63,40.14,5.29,94.9
Seoul,KR,Asia,37.5665,126.978,9.8,2025-01-27,49.43,93.64,44.21,41.23,11.19,135.1
Mumbai,IN,Asia,19.076,72.8777,20.9,2025-01-27,160.5,276.5,93.9,60.9,28.2,210.6
Shanghai,CN,Asia,31.2304,121.4737,27.8,2025-01-27,87.22,163.32,65.71,36.86,22.64,183.4
Bangkok,TH,Asia,13.7563,100.5018,10.1,2025-01-27,61.97,122.21,49.84,47.14,11.09,156.9
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2025-01-27,63.34,121.0,49.87,43.6,11.37,158.3
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2025-01-27,80.79,137.44,69.65,54.59,17.46,176.7
Singapore,SG,Asia,1.3521,103.8198,5.9,2025-01-27,25.6,50.1,37.5,44.1,5.9,79.1
Kolkata,IN,Asia,22.5726,88.3639,14.7,2025-01-27,84.42,181.88,45.46,31.28,9.08,180.5
Dubai,AE,Asia,25.2048,55.2708,3.6,2025-01-27,61.08,172.87,50.69,60.77,16.12,156.0
Riyadh,SA,Asia,24.7136,46.6753,7.0,2025-01-27,70.77,203.65,48.38,59.73,14.15,166.1
Hanoi,VN,Asia,21.0285,105.8542,8.4,2025-01-27,44.03,82.29,31.76,32.86,10.11,121.6
Lahore,PK,Asia,31.5204,74.3587,11.2,2025-01-27,190.22,324.34,82.11,50.27,30.24,241.8
London,GB,Europe,51.5074,-0.1278,9.0,2025-01-27,28.65,52.08,45.53,45.02,6.51,85.6
Paris,FR,Europe,48.8566,2.3522,2.2,2025-01-27,33.21,60.21,45.2,44.16,6.64,95.4
Berlin,DE,Europe,52.52,13.405,3.6,2025-01-27,26.02,49.43,37.71,40.79,4.42,80.0
Madrid,ES,Europe,40.4168,-3.7038,3.3,2025-01-27,37.41,67.82,47.31,53.86,6.44,105.0
Rome,IT,Europe,41.9028,12.4964,2.8,2025-01-27,32.38,60.27,46.09,49.57,6.22,93.6
Moscow,RU,Europe,55.7558,37.6173,12.6,2025-01-27,14.84,42.41,34.07,32.8,2.97,56.1
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2025-01-27,21.74,42.36,38.82,42.89,3.83,70.8
Warsaw,PL,Europe,52.2297,21.0122,1.9,2025-01-27,44.27,83.31,46.84,45.58,8.85,122.2
New York,US,North America,40.7128,-74.006,8.3,2025-01-27,32.12,58.58,36.86,46.72,6.94,93.1
Los Angeles,US,North America,34.0522,-118.2437,3.9,2025-01-27,79.0,134.74,58.35,75.05,13.2,174.8
Mexico City,MX,North America,19.4326,-99.1332,21.5,2025-01-27,66.97,123.2,52.33,53.64,17.29,162.1
Chicago,US,North America,41.8781,-87.6298,2.7,2025-01-27,34.07,64.1,39.13,48.52,8.11,97.2
Toronto,CA,North America,43.6532,-79.3832,2.9,2025-01-27,31.31,57.36,39.05,47.59,6.26,91.3
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2025-01-27,34.59,62.51,30.47,43.9,6.07,98.3
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2025-01-27,10.57,26.47,19.31,44.24,1.26,44.1
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2025-01-27,10.11,26.21,19.5,41.34,1.51,42.1
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2025-01-27,29.84,53.25,28.52,56.81,5.46,88.2
Santiago,CL,South America,-33.4489,-70.6693,5.3,2025-01-27,38.21,72.62,45.46,46.32,7.98,107.0
Bogotá,CO,South America,4.711,-74.0721,7.9,2025-01-27,25.55,48.53,30.63,40.06,5.62,79.0
Cairo,EG,Africa,30.0444,31.2357,21.0,2025-01-27,70.42,137.51,33.09,46.9,13.23,165.8
Lagos,NG,Africa,6.5244,3.3792,15.4,2025-01-27,39.04,77.69,25.9,43.14,5.26,109.1
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2025-01-27,14.51,38.77,23.41,40.7,8.0,55.4
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-27,21.82,43.36,24.09,40.17,5.21,71.0
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-27,15.28,29.29,22.51,50.76,3.06,57.0
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2025-01-27,12.18,24.22,17.99,45.59,2.1,50.4
Delhi,IN,Asia,28.7041,77.1025,32.0,2025-01-28,117.97,222.46,58.99,37.49,14.49,215.7
Beijing,CN,Asia,39.9042,116.4074,21.5,2025-01-28,129.68,223.77,74.59,45.75,29.84,228.0
Tokyo,JP,Asia,35.6762,139.6503,14.0,2025-01-28,28.47,52.46,34.39,38.79,4.39,85.3
Seoul,KR,Asia,37.5665,126.978,9.8,2025-01-28,48.58,92.37,43.79,40.97,11.02,132.9
Mumbai,IN,Asia,19.076,72.8777,20.9,2025-01-28,75.87,149.55,51.58,35.51,11.27,171.5
Shanghai,CN,Asia,31.2304,121.4737,27.8,2025-01-28,71.06,139.09,57.63,32.02,19.41,166.4
Bangkok,TH,Asia,13.7563,100.5018,10.1,2025-01-28,81.08,150.86,59.39,52.87,14.92,177.0
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2025-01-28,80.84,147.26,58.62,48.85,14.87,176.7
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2025-01-28,66.99,116.73,62.74,50.45,14.7,162.2
Singapore,SG,Asia,1.3521,103.8198,5.9,2025-01-28,23.71,47.27,36.56,43.53,5.52,75.1
Kolkata,IN,Asia,22.5726,88.3639,14.7,2025-01-28,120.13,235.45,63.32,41.99,16.23,218.0
Dubai,AE,Asia,25.2048,55.2708,3.6,2025-01-28,71.32,188.22,55.81,63.84,18.16,166.7
Riyadh,SA,Asia,24.7136,46.6753,7.0,2025-01-28,79.73,217.1,52.87,62.42,15.95,175.6
Hanoi,VN,Asia,21.0285,105.8542,8.4,2025-01-28,45.76,84.89,32.63,33.38,10.45,125.9
Lahore,PK,Asia,31.5204,74.3587,11.2,2025-01-28,139.38,248.07,56.69,35.01,20.08,238.2
London,GB,Europe,51.5074,-0.1278,9.0,2025-01-28,22.56,42.94,42.48,43.19,5.29,72.6
Paris,FR,Europe,48.8566,2.3522,2.2,2025-01-28,34.72,62.48,45.96,44.62,6.94,98.6
Berlin,DE,Europe,52.52,13.405,3.6,2025-01-28,33.89,61.24,41.65,43.15,6.0,96.8
Madrid,ES,Europe,40.4168,-3.7038,3.3,2025-01-28,35.4,64.8,46.3,53.26,6.04,100.1
Rome,IT,Europe,41.9028,12.4964,2.8,2025-01-28,33.62,62.12,46.71,49.94,6.46,96.3
Moscow,RU,Europe,55.7558,37.6173,12.6,2025-01-28,52.22,98.48,52.76,44.02,10.44,142.0
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2025-01-28,21.13,41.44,38.51,42.71,3.71,69.5
Warsaw,PL,Europe,52.2297,21.0122,1.9,2025-01-28,21.75,49.52,35.57,38.82,4.35,70.9
New York,US,North America,40.7128,-74.006,8.3,2025-01-28,12.36,28.94,26.98,40.79,2.99,50.8
Los Angeles,US,North America,34.0522,-118.2437,3.9,2025-01-28,12.95,35.67,25.32,55.23,1.0,52.0
Mexico City,MX,North America,19.4326,-99.1332,21.5,2025-01-28,102.29,176.18,69.99,64.24,24.36,199.2
Chicago,US,North America,41.8781,-87.6298,2.7,2025-01-28,42.25,76.37,43.22,50.97,9.75,117.1
Toronto,CA,North America,43.6532,-79.3832,2.9,2025-01-28,25.27,48.31,36.04,45.78,5.05,78.4
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2025-01-28,62.4,104.23,44.38,52.25,11.63,157.4
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2025-01-28,27.76,52.26,27.9,49.4,4.7,83.7
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2025-01-28,61.54,103.37,45.22,56.77,11.8,156.5
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2025-01-28,5.83,17.24,16.51,49.61,1.0,24.3
Santiago,CL,South America,-33.4489,-70.6693,5.3,2025-01-28,53.47,95.51,53.09,50.9,11.03,145.2
Bogotá,CO,South America,4.711,-74.0721,7.9,2025-01-28,27.7,51.76,31.7,40.7,6.05,83.6
Cairo,EG,Africa,30.0444,31.2357,21.0,2025-01-28,126.02,220.91,60.89,63.58,24.35,224.2
Lagos,NG,Africa,6.5244,3.3792,15.4,2025-01-28,34.75,71.25,23.75,41.85,4.4,98.7
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2025-01-28,56.85,102.28,44.58,53.41,16.47,151.5
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-28,50.8,86.83,38.58,48.87,11.01,138.5
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-28,18.79,34.56,24.27,51.81,3.76,64.5
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2025-01-28,5.13,13.64,14.46,43.48,1.0,21.4
Delhi,IN,Asia,28.7041,77.1025,32.0,2025-01-29,106.26,204.89,53.13,33.98,12.15,203.4
Beijing,CN,Asia,39.9042,116.4074,21.5,2025-01-29,154.56,261.09,87.03,53.22,34.81,204.4
Tokyo,JP,Asia,35.6762,139.6503,14.0,2025-01-29,37.11,65.42,38.71,41.38,6.12,104.3
Seoul,KR,Asia,37.5665,126.978,9.8,2025-01-29,55.44,102.65,47.22,43.03,12.39,150.0
Mumbai,IN,Asia,19.076,72.8777,20.9,2025-01-29,120.56,216.6,73.93,48.92,20.21,218.4
Shanghai,CN,Asia,31.2304,121.4737,27.8,2025-01-29,96.55,177.33,70.38,39.67,24.51,193.2
Bangkok,TH,Asia,13.7563,100.5018,10.1,2025-01-29,88.32,161.73,63.01,55.05,16.36,184.6
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2025-01-29,56.56,110.84,46.48,41.57,10.01,151.2
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2025-01-29,47.59,87.64,53.05,44.63,10.82,130.5
Singapore,SG,Asia,1.3521,103.8198,5.9,2025-01-29,6.22,21.03,27.81,38.29,2.02,25.9
Kolkata,IN,Asia,22.5726,88.3639,14.7,2025-01-29,143.42,270.37,74.96,48.97,20.88,242.4
Dubai,AE,Asia,25.2048,55.2708,3.6,2025-01-29,77.06,196.85,58.68,65.57,19.31,172.7
Riyadh,SA,Asia,24.7136,46.6753,7.0,2025-01-29,64.15,193.72,45.07,57.74,12.83,159.2
Hanoi,VN,Asia,21.0285,105.8542,8.4,2025-01-29,88.04,148.31,53.77,46.06,18.91,184.3
Lahore,PK,Asia,31.5204,74.3587,11.2,2025-01-29,218.83,367.24,96.41,58.85,35.97,271.9
London,GB,Europe,51.5074,-0.1278,9.0,2025-01-29,24.43,45.74,43.41,43.75,5.67,76.6
Paris,FR,Europe,48.8566,2.3522,2.2,2025-01-29,27.84,52.16,42.52,42.55,5.57,83.9
Berlin,DE,Europe,52.52,13.405,3.6,2025-01-29,20.66,41.39,35.03,39.18,3.35,68.5
Madrid,ES,Europe,40.4168,-3.7038,3.3,2025-01-29,16.7,36.74,36.95,47.65,2.3,60.0
Rome,IT,Europe,41.9028,12.4964,2.8,2025-01-29,39.53,70.99,49.66,51.72,7.65,110.3
Moscow,RU,Europe,55.7558,37.6173,12.6,2025-01-29,53.3,100.09,53.3,44.34,10.66,144.7
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2025-01-29,26.0,48.75,40.95,44.17,4.68,80.0
Warsaw,PL,Europe,52.2297,21.0122,1.9,2025-01-29,45.45,85.08,47.43,45.94,9.09,125.1
New York,US,North America,40.7128,-74.006,8.3,2025-01-29,41.08,72.02,41.34,49.4,8.74,114.2
Los Angeles,US,North America,34.0522,-118.2437,3.9,2025-01-29,65.34,114.26,51.52,70.95,10.47,160.4
Mexico City,MX,North America,19.4326,-99.1332,21.5,2025-01-29,75.34,135.76,56.52,56.15,18.97,170.9
Chicago,US,North America,41.8781,-87.6298,2.7,2025-01-29,22.16,46.24,33.18,44.95,5.73,71.7
Toronto,CA,North America,43.6532,-79.3832,2.9,2025-01-29,15.76,34.04,31.28,42.93,3.15,58.0
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2025-01-29,52.67,89.62,39.51,49.32,9.68,143.2
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2025-01-29,34.26,62.02,31.16,51.35,6.0,97.6
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2025-01-29,31.37,58.11,30.14,47.72,5.76,91.5
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2025-01-29,40.12,68.68,33.66,59.9,7.51,111.8
Santiago,CL,South America,-33.4489,-70.6693,5.3,2025-01-29,38.09,72.44,45.4,46.29,7.96,106.7
Bogotá,CO,South America,4.711,-74.0721,7.9,2025-01-29,16.72,35.28,26.21,37.41,3.85,60.1
Cairo,EG,Africa,30.0444,31.2357,21.0,2025-01-29,89.85,166.66,42.8,52.73,17.12,186.2
Lagos,NG,Africa,6.5244,3.3792,15.4,2025-01-29,97.14,164.84,54.95,60.57,16.88,193.8
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2025-01-29,44.13,83.19,38.21,49.59,13.93,121.8
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-29,15.91,34.5,21.13,38.4,4.03,58.4
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-29,11.56,23.71,20.65,49.64,2.31,48.2
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2025-01-29,13.47,26.16,18.64,45.98,2.35,53.1
Delhi,IN,Asia,28.7041,77.1025,32.0,2025-01-30,158.38,283.07,79.19,49.61,22.58,208.4
Beijing,CN,Asia,39.9042,116.4074,21.5,2025-01-30,134.82,231.48,77.16,47.3,30.86,233.4
Tokyo,JP,Asia,35.6762,139.6503,14.0,2025-01-30,45.85,78.53,43.08,44.01,7.87,126.1
Seoul,KR,Asia,37.5665,126.978,9.8,2025-01-30,50.23,94.84,44.61,41.47,11.35,137.1
Mumbai,IN,Asia,19.076,72.8777,20.9,2025-01-30,95.31,178.72,61.31,41.34,15.16,191.9
Shanghai,CN,Asia,31.2304,121.4737,27.8,2025-01-30,92.06,170.58,68.13,38.32,23.61,188.5
Bangkok,TH,Asia,13.7563,100.5018,10.1,2025-01-30,55.39,112.34,46.55,45.17,9.78,150.0
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2025-01-30,93.75,166.62,65.07,52.72,17.45,190.3
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2025-01-30,57.7,102.8,58.1,47.66,12.84,152.4
Singapore,SG,Asia,1.3521,103.8198,5.9,2025-01-30,9.51,25.97,29.46,39.27,2.68,39.7
Kolkata,IN,Asia,22.5726,88.3639,14.7,2025-01-30,94.79,197.44,50.65,34.39,11.16,191.4
Dubai,AE,Asia,25.2048,55.2708,3.6,2025-01-30,42.41,144.87,41.36,55.17,12.38,117.5
Riyadh,SA,Asia,24.7136,46.6753,7.0,2025-01-30,83.18,222.28,54.59,63.46,16.64,179.2
Hanoi,VN,Asia,21.0285,105.8542,8.4,2025-01-30,63.68,111.77,41.59,38.75,14.04,158.7
Lahore,PK,Asia,31.5204,74.3587,11.2,2025-01-30,174.87,301.3,74.43,45.66,27.17,225.7
London,GB,Europe,51.5074,-0.1278,9.0,2025-01-30,40.27,69.51,51.34,48.5,8.83,112.2
Paris,FR,Europe,48.8566,2.3522,2.2,2025-01-30,31.1,57.05,44.15,43.53,6.22,90.9
Berlin,DE,Europe,52.52,13.405,3.6,2025-01-30,23.93,46.3,36.67,40.16,4.01,75.5
Madrid,ES,Europe,40.4168,-3.7038,3.3,2025-01-30,34.21,63.01,45.7,52.9,5.8,97.5
Rome,IT,Europe,41.9028,12.4964,2.8,2025-01-30,34.78,63.87,47.29,50.29,6.7,98.7
Moscow,RU,Europe,55.7558,37.6173,12.6,2025-01-30,29.91,65.02,41.61,37.32,5.98,88.3
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2025-01-30,23.71,45.31,39.8,43.48,4.22,75.1
Warsaw,PL,Europe,52.2297,21.0122,1.9,2025-01-30,62.23,110.25,55.82,50.97,12.45,157.2
New York,US,North America,40.7128,-74.006,8.3,2025-01-30,40.14,70.61,40.87,49.12,8.55,111.8
Los Angeles,US,North America,34.0522,-118.2437,3.9,2025-01-30,48.4,88.86,43.05,65.87,7.08,132.5
Mexico City,MX,North America,19.4326,-99.1332,21.5,2025-01-30,73.61,133.17,55.66,55.63,18.62,169.1
Chicago,US,North America,41.8781,-87.6298,2.7,2025-01-30,40.94,74.41,42.57,50.58,9.49,113.8
Toronto,CA,North America,43.6532,-79.3832,2.9,2025-01-30,30.76,56.54,38.78,47.43,6.15,90.1
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2025-01-30,29.08,54.25,27.72,42.25,4.97,86.6
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2025-01-30,43.03,75.16,35.54,53.98,7.76,119.1
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2025-01-30,31.66,58.54,30.28,47.81,5.82,92.1
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2025-01-30,16.7,33.56,21.95,52.87,2.83,60.1
Santiago,CL,South America,-33.4489,-70.6693,5.3,2025-01-30,19.79,44.98,36.24,40.8,4.3,66.7
Bogotá,CO,South America,4.711,-74.0721,7.9,2025-01-30,42.22,73.53,38.96,45.06,8.95,117.1
Cairo,EG,Africa,30.0444,31.2357,21.0,2025-01-30,79.62,151.3,37.68,49.66,15.07,175.4
Lagos,NG,Africa,6.5244,3.3792,15.4,2025-01-30,33.4,69.22,23.07,41.44,4.13,95.8
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2025-01-30,27.19,57.79,29.75,44.51,10.54,82.5
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-30,8.29,23.05,17.32,36.11,2.51,34.6
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-30,15.49,29.61,22.62,50.82,3.1,57.5
